Date/Time,HVAC [kW](Hourly),Electrical appliances [kW](Hourly),Hourly Total Load Consumption,PV Generation Trabzon [kW],PV Generation Antalya [kW]
 01/17  06:00:00,0.079748866,0.075981488,0.155730354,0,0
 01/17  07:00:00,0.070684299,0.129758031,0.20044233,0,0.076927554
 01/17  08:00:00,0.064217699,0.207405929,0.271623628,0.121921326,0.562618752
 01/17  09:00:00,0.061600625,0.268690649,0.330291274,0.36259026,1.037749614
 01/17  10:00:00,0.06315056,0.330033496,0.393184055,0.61733028,1.402979958
 01/17  11:00:00,0.074515467,0.34487662,0.419392087,0.735825114,1.503977214
 01/17  12:00:00,0.059508088,0.361119726,0.420627813,0.861903168,1.525828122
 01/17  13:00:00,0.052532326,0.351845974,0.4043783,0.874289094,1.36259229
 01/17  14:00:00,0.048473738,0.317847783,0.366321521,0.69877968,1.046259672
 01/17  15:00:00,0.045255364,0.292642171,0.337897535,0.48827511,0.636681534
 01/17  16:00:00,0.043347596,0.302863616,0.346211212,0.187726824,0.169976472
 01/17  17:00:00,0.038480047,0.353720743,0.392200791,0,0
 01/17  18:00:00,0.049449716,0.445069937,0.494519654,0,0
 01/17  19:00:00,0.028994292,0.398283704,0.427277996,0,0
 01/17  20:00:00,0.027318457,0.315345897,0.342664354,0,0
 01/17  21:00:00,0.03339881,0.275874928,0.309273738,0,0
 01/17  22:00:00,0.043509028,0.258342283,0.301851312,0,0
 01/17  23:00:00,0.054703989,0.205880856,0.260584845,0,0
 01/17  24:00:00,0.06781368,0.135920782,0.203734462,0,0
 01/18  01:00:00,0.083405424,0.086369242,0.169774665,0,0
 01/18  02:00:00,0.095563112,0.072238755,0.167801868,0,0
 01/18  03:00:00,0.106955755,0.059715255,0.16667101,0,0
 01/18  04:00:00,0.114090925,0.052611026,0.166701951,0,0
 01/18  05:00:00,0.121665527,0.063151709,0.184817236,0,0
 01/18  06:00:00,0.123580074,0.075981488,0.199561561,0,0
 01/18  07:00:00,0.140289496,0.129758031,0.270047527,0,0.05041437
 01/18  08:00:00,0.130551273,0.207405929,0.337957202,0.109647744,0.286505286
 01/18  09:00:00,0.135998524,0.268690649,0.404689174,0.378121818,0.504789678
 01/18  10:00:00,0.118236407,0.330033496,0.448269903,0.465272676,0.740459304
 01/18  11:00:00,0.154357337,0.34487662,0.499233957,0.53545959,0.911418786
 01/18  12:00:00,0.10971419,0.361119726,0.470833916,0.493246332,0.850135134
 01/18  13:00:00,0.077780357,0.351845974,0.429626331,0.278163744,0.585705444
 01/18  14:00:00,0.072459132,0.317847783,0.390306915,0.267462978,0.464907558
 01/18  15:00:00,0.077783408,0.292642171,0.370425579,0.13565538,0.263699454
 01/18  16:00:00,0.070542925,0.302863616,0.373406541,0.048504522,0.061030878
 01/18  17:00:00,0.076643819,0.353720743,0.430364562,0,0
 01/18  18:00:00,0.121732928,0.445069937,0.566802865,0,0
 01/18  19:00:00,0.105282919,0.398283704,0.503566624,0,0
 01/18  20:00:00,0.112873958,0.315345897,0.428219854,0,0
 01/18  21:00:00,0.12905592,0.275874928,0.404930848,0,0
 01/18  22:00:00,0.147101808,0.258342283,0.405444091,0,0
 01/18  23:00:00,0.167895792,0.205880856,0.373776648,0,0
 01/18  24:00:00,0.188375334,0.135920782,0.324296116,0,0
 01/19  01:00:00,0.20210336,0.086369242,0.288472602,0,0
 01/19  02:00:00,0.212982664,0.072238755,0.285221419,0,0
 01/19  03:00:00,0.227393124,0.059715255,0.287108379,0,0
 01/19  04:00:00,0.233765291,0.052611026,0.286376317,0,0
 01/19  05:00:00,0.243385135,0.063151709,0.306536844,0,0
 01/19  06:00:00,0.245625298,0.075981488,0.321606786,0,0
 01/19  07:00:00,0.241838655,0.129758031,0.371596686,0,0.080129358
 01/19  08:00:00,0.259559346,0.207405929,0.466965275,0.057098838,0.54318324
 01/19  09:00:00,0.223990465,0.268690649,0.492681115,0.357703296,1.013146278
 01/19  10:00:00,0.190385818,0.330033496,0.520419313,0.568151694,1.377814902
 01/19  11:00:00,0.202747476,0.34487662,0.547624096,0.53251056,1.439070468
 01/19  12:00:00,0.136381093,0.361119726,0.497500819,0.57955461,1.535349276
 01/19  13:00:00,0.107013598,0.351845974,0.458859572,0.49698177,1.345010454
 01/19  14:00:00,0.089867305,0.317847783,0.407715088,0.447718926,1.0265433
 01/19  15:00:00,0.079840164,0.292642171,0.372482335,0.268951536,0.626991864
 01/19  16:00:00,0.072871816,0.302863616,0.375735432,0.111726108,0.183429666
 01/19  17:00:00,0.082707321,0.353720743,0.436428064,0,0
 01/19  18:00:00,0.131189825,0.445069937,0.576259762,0,0
 01/19  19:00:00,0.113391479,0.398283704,0.511675183,0,0
 01/19  20:00:00,0.126585309,0.315345897,0.441931206,0,0
 01/19  21:00:00,0.141290447,0.275874928,0.417165375,0,0
 01/19  22:00:00,0.160528764,0.258342283,0.418871047,0,0
 01/19  23:00:00,0.177735076,0.205880856,0.383615932,0,0
 01/19  24:00:00,0.193611485,0.135920782,0.329532267,0,0
 01/20  01:00:00,0.208613988,0.086369242,0.29498323,0,0
 01/20  02:00:00,0.218132698,0.072238755,0.290371453,0,0
 01/20  03:00:00,0.224472858,0.059715255,0.284188113,0,0
 01/20  04:00:00,0.224201675,0.052611026,0.276812701,0,0
 01/20  05:00:00,0.220370106,0.063151709,0.283521815,0,0
 01/20  06:00:00,0.217091323,0.075981488,0.293072811,0,0
 01/20  07:00:00,0.224791935,0.129758031,0.354549965,0,0.085971246
 01/20  08:00:00,0.201408062,0.207405929,0.408813991,0.129139428,0.5420598
 01/20  09:00:00,0.18387039,0.268690649,0.452561039,0.393119742,1.016657028
 01/20  10:00:00,0.181603142,0.330033496,0.511636638,0.56860107,1.415731002
 01/20  11:00:00,0.210722872,0.34487662,0.555599492,0.926163936,1.547201568
 01/20  12:00:00,0.172293939,0.361119726,0.533413665,0.90984597,1.644210612
 01/20  13:00:00,0.148935835,0.351845974,0.500781809,0.78093123,1.417331904
 01/20  14:00:00,0.138037781,0.317847783,0.455885564,0.645163506,1.106532228
 01/20  15:00:00,0.121199538,0.292642171,0.413841709,0.364612452,0.68684313
 01/20  16:00:00,0.12137147,0.302863616,0.424235085,0.167336388,0.22131768
 01/20  17:00:00,0.113168213,0.353720743,0.466888956,0,0
 01/20  18:00:00,0.13811081,0.445069937,0.583180748,0,0
 01/20  19:00:00,0.108855977,0.398283704,0.507139681,0,0
 01/20  20:00:00,0.104308843,0.315345897,0.41965474,0,0
 01/20  21:00:00,0.107984498,0.275874928,0.383859426,0,0
 01/20  22:00:00,0.118175098,0.258342283,0.376517381,0,0
 01/20  23:00:00,0.12857362,0.205880856,0.334454476,0,0
 01/20  24:00:00,0.138741472,0.135920782,0.274662254,0,0
 01/21  01:00:00,0.148451026,0.092942925,0.241393951,0,0
 01/21  02:00:00,0.155279881,0.07618578,0.23146566,0,0
 01/21  03:00:00,0.159867683,0.062326493,0.222194176,0,0
 01/21  04:00:00,0.166767495,0.053976431,0.220743925,0,0
 01/21  05:00:00,0.169460936,0.065822864,0.2352838,0,0
 01/21  06:00:00,0.169865179,0.080078181,0.249943359,0,0
 01/21  07:00:00,0.164764768,0.140383543,0.305148311,0,0.07990467
 01/21  08:00:00,0.177444675,0.228567291,0.406011966,0.261143628,0.425980362
 01/21  09:00:00,0.144269035,0.30112795,0.445396985,0.72265278,0.758546688
 01/21  10:00:00,0.118430594,0.375064554,0.493495148,1.105436874,1.011096
 01/21  11:00:00,0.126710699,0.395792849,0.522503549,1.358070444,1.138943472
 01/21  12:00:00,0.077454602,0.413608485,0.491063087,1.449855492,1.199609232
 01/21  13:00:00,0.051630399,0.39965648,0.451286879,1.371944928,0.809073402
 01/21  14:00:00,0.036187551,0.361435816,0.397623367,1.147088412,0.598316058
 01/21  15:00:00,0.027346819,0.331767743,0.359114563,0.763124706,0.365651634
 01/21  16:00:00,0.027256471,0.339922589,0.36717906,0.299143986,0.118017372
 01/21  17:00:00,0.033111882,0.389638663,0.422750544,0,0
 01/21  18:00:00,0.06922015,0.480421868,0.549642018,0,0
 01/21  19:00:00,0.053265935,0.43259402,0.485859955,0,0
 01/21  20:00:00,0.067199791,0.349590651,0.416790441,0,0
 01/21  21:00:00,0.091973538,0.310730298,0.402703836,0,0
 01/21  22:00:00,0.109285623,0.29394914,0.403234764,0,0
 01/21  23:00:00,0.126296126,0.234174068,0.360470194,0,0
 01/21  24:00:00,0.14225196,0.151455627,0.293707588,0,0
 01/22  01:00:00,0.159139632,0.092942925,0.252082557,0,0
 01/22  02:00:00,0.172472037,0.07618578,0.248657816,0,0
 01/22  03:00:00,0.181883235,0.062326493,0.244209728,0,0
 01/22  04:00:00,0.185318583,0.053976431,0.239295014,0,0
 01/22  05:00:00,0.189154592,0.065822864,0.254977456,0,0
 01/22  06:00:00,0.189978452,0.080078181,0.270056632,0,0
 01/22  07:00:00,0.185774214,0.140383543,0.326157757,0,0.060047868
 01/22  08:00:00,0.20361293,0.228567291,0.432180221,0.12371883,0.133857876
 01/22  09:00:00,0.157003513,0.30112795,0.458131463,0.243196674,0.29195397
 01/22  10:00:00,0.126972415,0.375064554,0.50203697,0.353799342,0.398877372
 01/22  11:00:00,0.127600325,0.395792849,0.523393175,0.333493164,0.683107692
 01/22  12:00:00,0.079990049,0.413608485,0.493598534,0.380481042,1.030138308
 01/22  13:00:00,0.056133614,0.39965648,0.455790094,0.29967762,0.986885868
 01/22  14:00:00,0.039485725,0.361435816,0.400921541,0.25474002,0.755401056
 01/22  15:00:00,0.029490449,0.331767743,0.361258193,0.167757678,0.487516788
 01/22  16:00:00,0.030445095,0.339922589,0.370367683,0.048953898,0.107934498
 01/22  17:00:00,0.038731427,0.389638663,0.42837009,0,0
 01/22  18:00:00,0.080930882,0.480421868,0.56135275,0,0
 01/22  19:00:00,0.074033544,0.43259402,0.506627565,0,0
 01/22  20:00:00,0.081683219,0.349590651,0.43127387,0,0
 01/22  21:00:00,0.103052652,0.310730298,0.41378295,0,0
 01/22  22:00:00,0.124020598,0.29394914,0.417969739,0,0
 01/22  23:00:00,0.142572813,0.234174068,0.376746881,0,0
 01/22  24:00:00,0.164770165,0.151455627,0.316225792,0,0
 01/23  01:00:00,0.182426667,0.086369242,0.268795909,0,0
 01/23  02:00:00,0.198624,0.072238755,0.270862756,0,0
 01/23  03:00:00,0.208882999,0.059715255,0.268598254,0,0
 01/23  04:00:00,0.215216686,0.052611026,0.267827712,0,0
 01/23  05:00:00,0.219968184,0.063151709,0.283119892,0,0
 01/23  06:00:00,0.221365874,0.075981488,0.297347362,0,0
 01/23  07:00:00,0.216353669,0.129758031,0.3461117,0,0.071085666
 01/23  08:00:00,0.215419893,0.207405929,0.422825822,0.055273248,0.442747704
 01/23  09:00:00,0.169800296,0.268690649,0.438490946,0.175312812,0.705407976
 01/23  10:00:00,0.134630616,0.330033496,0.464664111,0.15882633,1.246344336
 01/23  11:00:00,0.121229693,0.34487662,0.466106312,0.440781684,1.519761546
 01/23  12:00:00,0.074556233,0.361119726,0.435675959,0.444685638,1.55189193
 01/23  13:00:00,0.05158015,0.351845974,0.403426124,0.31091202,1.449827406
 01/23  14:00:00,0.031490046,0.317847783,0.349337829,0.161943876,1.086394566
 01/23  15:00:00,0.020030601,0.292642171,0.312672772,0.268108956,0.656145132
 01/23  16:00:00,0.018049415,0.302863616,0.320913031,0.104788866,0.215812824
 01/23  17:00:00,0.017794885,0.353720743,0.371515628,0.018171642,0
 01/23  18:00:00,0.036338823,0.445069937,0.48140876,0,0
 01/23  19:00:00,0.024703288,0.398283704,0.422986993,0,0
 01/23  20:00:00,0.025018119,0.315345897,0.340364015,0,0
 01/23  21:00:00,0.034392184,0.275874928,0.310267112,0,0
 01/23  22:00:00,0.038398806,0.258342283,0.296741089,0,0
 01/23  23:00:00,0.047568723,0.205880856,0.253449579,0,0
 01/23  24:00:00,0.05944709,0.135920782,0.195367872,0,0
 01/24  01:00:00,0.06554847,0.086369242,0.151917712,0,0
 01/24  02:00:00,0.071754759,0.072238755,0.143993515,0,0
 01/24  03:00:00,0.077251774,0.059715255,0.136967029,0,0
 01/24  04:00:00,0.082665318,0.052611026,0.135276345,0,0
 01/24  05:00:00,0.087930877,0.063151709,0.151082586,0,0
 01/24  06:00:00,0.091896978,0.075981488,0.167878466,0,0
 01/24  07:00:00,0.099538694,0.129758031,0.229296725,0,0.091476102
 01/24  08:00:00,0.088276563,0.207405929,0.295682492,0.081954948,0.581970006
 01/24  09:00:00,0.076176438,0.268690649,0.344867087,0.193119336,1.059600522
 01/24  10:00:00,0.074935892,0.330033496,0.404969388,0.264766722,1.439295156
 01/24  11:00:00,0.07727162,0.34487662,0.42214824,0.169470924,1.467521586
 01/24  12:00:00,0.05884607,0.361119726,0.419965796,0.43729902,1.58461212
 01/24  13:00:00,0.05132069,0.351845974,0.403166663,0.172785072,1.332877302
 01/24  14:00:00,0.047402587,0.317847783,0.36525037,0.200281266,1.041260364
 01/24  15:00:00,0.043786288,0.292642171,0.336428459,0.170706708,0.624857328
 01/24  16:00:00,0.041091878,0.302863616,0.343955494,0.04198857,0.203679672
 01/24  17:00:00,0.038404306,0.353720743,0.392125049,0.016935858,0
 01/24  18:00:00,0.050863436,0.445069937,0.495933374,0,0
 01/24  19:00:00,0.031684805,0.398283704,0.42996851,0,0
 01/24  20:00:00,0.029968153,0.315345897,0.345314049,0,0
 01/24  21:00:00,0.03514124,0.275874928,0.311016168,0,0
 01/24  22:00:00,0.042957833,0.258342283,0.301300116,0,0
 01/24  23:00:00,0.054505466,0.205880856,0.260386322,0,0
 01/24  24:00:00,0.06488165,0.135920782,0.200802432,0,0
 01/25  01:00:00,0.078678267,0.086369242,0.165047508,0,0
 01/25  02:00:00,0.089399539,0.072238755,0.161638295,0,0
 01/25  03:00:00,0.102760259,0.059715255,0.162475514,0,0
 01/25  04:00:00,0.114137851,0.052611026,0.166748878,0,0
 01/25  05:00:00,0.12134123,0.063151709,0.184492939,0,0
 01/25  06:00:00,0.124938455,0.075981488,0.200919943,0,0
 01/25  07:00:00,0.13808164,0.129758031,0.267839671,0,0.060721932
 01/25  08:00:00,0.139019967,0.207405929,0.346425896,0.149108574,0.332762928
 01/25  09:00:00,0.12866443,0.268690649,0.397355079,0.388260864,0.54458754
 01/25  10:00:00,0.125939722,0.330033496,0.455973217,0.730207914,0.758659032
 01/25  11:00:00,0.154700928,0.34487662,0.499577548,0.913553322,0.851539434
 01/25  12:00:00,0.123704588,0.361119726,0.484824314,1.001715276,0.875215932
 01/25  13:00:00,0.108929135,0.351845974,0.460775109,0.894145896,0.613342068
 01/25  14:00:00,0.102909715,0.317847783,0.420757498,0.677911782,0.454656168
 01/25  15:00:00,0.095778512,0.292642171,0.388420683,0.429968574,0.241764288
 01/25  16:00:00,0.08710456,0.302863616,0.389968176,0.162983058,0.07892166
 01/25  17:00:00,0.079132004,0.353720743,0.432852748,0.01671117,0
 01/25  18:00:00,0.094139262,0.445069937,0.539209199,0,0
 01/25  19:00:00,0.06560435,0.398283704,0.463888055,0,0
 01/25  20:00:00,0.06012351,0.315345897,0.375469406,0,0
 01/25  21:00:00,0.064653543,0.275874928,0.340528471,0,0
 01/25  22:00:00,0.070891516,0.258342283,0.329233799,0,0
 01/25  23:00:00,0.079285539,0.205880856,0.285166395,0,0
 01/25  24:00:00,0.08880427,0.135920782,0.224725051,0,0
 01/26  01:00:00,0.098718142,0.086369242,0.185087383,0,0
 01/26  02:00:00,0.109102398,0.072238755,0.181341154,0,0
 01/26  03:00:00,0.116917048,0.059715255,0.176632303,0,0
 01/26  04:00:00,0.121447524,0.052611026,0.174058551,0,0
 01/26  05:00:00,0.124439425,0.063151709,0.187591134,0,0
 01/26  06:00:00,0.125561324,0.075981488,0.201542812,0,0
 01/26  07:00:00,0.120531999,0.129758031,0.25029003,0,0.065243778
 01/26  08:00:00,0.128923962,0.207405929,0.336329891,0.08215155,0.318832272
 01/26  09:00:00,0.129848873,0.268690649,0.398539522,0.29700945,0.656201304
 01/26  10:00:00,0.135719017,0.330033496,0.465752512,0.38070573,0.925096668
 01/26  11:00:00,0.17624216,0.34487662,0.521118779,0.179694228,1.050388314
 01/26  12:00:00,0.158542919,0.361119726,0.519662645,0.467182524,1.00856826
 01/26  13:00:00,0.160827301,0.351845974,0.512673275,0.328212996,0.73992567
 01/26  14:00:00,0.162942732,0.317847783,0.480790515,0.242747298,0.588794904
 01/26  15:00:00,0.16184394,0.292642171,0.454486111,0.175284726,0.345261198
 01/26  16:00:00,0.166545731,0.302863616,0.469409347,0.06656382,0.136722648
 01/26  17:00:00,0.164877917,0.353720743,0.51859866,0.016486482,0
 01/26  18:00:00,0.208536508,0.445069937,0.653606446,0,0
 01/26  19:00:00,0.173995019,0.398283704,0.572278724,0,0
 01/26  20:00:00,0.173902487,0.315345897,0.489248383,0,0
 01/26  21:00:00,0.18333493,0.275874928,0.459209857,0,0
 01/26  22:00:00,0.19750628,0.258342283,0.455848563,0,0
 01/26  23:00:00,0.211141028,0.205880856,0.417021884,0,0
 01/26  24:00:00,0.223332604,0.135920782,0.359253386,0,0
 01/27  01:00:00,0.237898657,0.086369242,0.324267899,0,0
 01/27  02:00:00,0.254034921,0.072238755,0.326273676,0,0
 01/27  03:00:00,0.264773861,0.059715255,0.324489116,0,0
 01/27  04:00:00,0.270373949,0.052611026,0.322984975,0,0
 01/27  05:00:00,0.274035175,0.063151709,0.337186884,0,0
 01/27  06:00:00,0.281031532,0.075981488,0.35701302,0,0
 01/27  07:00:00,0.27818042,0.129758031,0.407938451,0,0.091504188
 01/27  08:00:00,0.298750554,0.207405929,0.506156483,0.115517718,0.544840314
 01/27  09:00:00,0.27600498,0.268690649,0.544695629,0.329757726,0.997277688
 01/27  10:00:00,0.265582972,0.330033496,0.595616468,0.516557712,1.334056914
 01/27  11:00:00,0.284321447,0.34487662,0.629198067,0.793317156,1.576691868
 01/27  12:00:00,0.219279997,0.361119726,0.580399723,0.87979395,1.621320522
 01/27  13:00:00,0.178368285,0.351845974,0.530214258,0.687854226,1.370652972
 01/27  14:00:00,0.16853638,0.317847783,0.486384164,0.560933592,1.059038802
 01/27  15:00:00,0.144934008,0.292642171,0.437576179,0.376801776,0.648140622
 01/27  16:00:00,0.135240874,0.302863616,0.438104489,0.149726466,0.214745556
 01/27  17:00:00,0.137615531,0.353720743,0.491336274,0.024940368,0
 01/27  18:00:00,0.188770605,0.445069937,0.633840542,0,0
 01/27  19:00:00,0.161148047,0.398283704,0.559431752,0,0
 01/27  20:00:00,0.16168615,0.315345897,0.477032047,0,0
 01/27  21:00:00,0.175468181,0.275874928,0.451343109,0,0
 01/27  22:00:00,0.192952201,0.258342283,0.451294484,0,0
 01/27  23:00:00,0.209056652,0.205880856,0.414937508,0,0
 01/27  24:00:00,0.224050838,0.135920782,0.35997162,0,0
 01/28  01:00:00,0.237936676,0.092942925,0.3308796,0,0
 01/28  02:00:00,0.252503288,0.07618578,0.328689068,0,0
 01/28  03:00:00,0.259977263,0.062326493,0.322303757,0,0
 01/28  04:00:00,0.265316151,0.053976431,0.319292582,0,0
 01/28  05:00:00,0.268284311,0.065822864,0.334107175,0,0
 01/28  06:00:00,0.268234284,0.080078181,0.348312464,0,0
 01/28  07:00:00,0.292959864,0.140383543,0.433343407,0,0.07892166
 01/28  08:00:00,0.261064507,0.228567291,0.489631798,0.202668576,0.526977618
 01/28  09:00:00,0.228567111,0.30112795,0.529695061,0.540627414,0.973713534
 01/28  10:00:00,0.172139967,0.375064554,0.547204521,0.85437612,1.288501422
 01/28  11:00:00,0.16047009,0.395792849,0.556262939,1.200339468,1.519424514
 01/28  12:00:00,0.103221279,0.413608485,0.516829764,1.38492066,1.514593722
 01/28  13:00:00,0.073955877,0.39965648,0.473612357,1.335742074,1.327737564
 01/28  14:00:00,0.059064444,0.361435816,0.42050026,1.09128153,1.015505502
 01/28  15:00:00,0.045121335,0.331767743,0.376889078,0.741695088,0.617442624
 01/28  16:00:00,0.045585621,0.339922589,0.38550821,0.327117642,0.210027108
 01/28  17:00:00,0.047978376,0.389638663,0.437617039,0.030304794,0
 01/28  18:00:00,0.081472024,0.480421868,0.561893891,0,0
 01/28  19:00:00,0.072656565,0.43259402,0.505250585,0,0
 01/28  20:00:00,0.078118147,0.349590651,0.427708797,0,0
 01/28  21:00:00,0.090070511,0.310730298,0.400800809,0,0
 01/28  22:00:00,0.099736186,0.29394914,0.393685326,0,0
 01/28  23:00:00,0.111692708,0.234174068,0.345866776,0,0
 01/28  24:00:00,0.127508255,0.151455627,0.278963882,0,0
 01/29  01:00:00,0.137636319,0.092942925,0.230579244,0,0
 01/29  02:00:00,0.145287939,0.07618578,0.221473718,0,0
 01/29  03:00:00,0.153196978,0.062326493,0.215523471,0,0
 01/29  04:00:00,0.153628325,0.053976431,0.207604755,0,0
 01/29  05:00:00,0.155634463,0.065822864,0.221457328,0,0
 01/29  06:00:00,0.149666856,0.080078181,0.229745036,0,0
 01/29  07:00:00,0.151714239,0.140383543,0.292097782,0,0.08664531
 01/29  08:00:00,0.134736331,0.228567291,0.363303622,0.195956022,0.52015272
 01/29  09:00:00,0.124450316,0.30112795,0.425578266,0.6347436,0.831542202
 01/29  10:00:00,0.118075572,0.375064554,0.493140126,0.976437876,1.124170236
 01/29  11:00:00,0.140932463,0.395792849,0.536725312,1.18873995,1.282575276
 01/29  12:00:00,0.115795351,0.413608485,0.529403836,1.017106404,1.372590906
 01/29  13:00:00,0.106093642,0.39965648,0.505750122,0.876929178,1.270863414
 01/29  14:00:00,0.102204465,0.361435816,0.46364028,0.823509606,0.945852222
 01/29  15:00:00,0.098839498,0.331767743,0.430607241,0.534673182,0.608314674
 01/29  16:00:00,0.095031938,0.339922589,0.434954527,0.201685566,0.217835016
 01/29  17:00:00,0.11615073,0.389638663,0.505789393,0.021092586,0
